hybrid_alpha,residual_decay,hybrid_quantile_shrink,rmse,mae,mape,coverage80,band_width,band_width_pct
0.6,1.0,0.8,179.20848610780726,143.2799741667709,9.48689578201436,80.55555555555556,452.9571186523245,29.96631138836477
0.6,1.0,1.0,179.20848610780726,143.2799741667709,9.48689578201436,80.55555555555556,458.6164878088259,30.34071861461614
0.6,1.0,0.6,179.20848610780726,143.2799741667709,9.48689578201436,80.55555555555556,447.2923866792832,29.591549373936477
0.7,1.0,1.0,192.67058901835884,153.3842035114289,10.159118268544416,77.77777777777779,473.5715178861498,31.33009944044975
0.7,1.0,0.6,192.67058901835884,153.3842035114289,10.159118268544416,77.77777777777779,459.9858920614657,30.43131437426166
0.7,1.0,0.4,192.67058901835884,153.3842035114289,10.159118268544416,75.0,453.3198140371297,29.99030624878894
0.7,1.0,0.2,192.67058901835884,153.3842035114289,10.159118268544416,72.22222222222221,446.70834759520363,29.552911065063935
0.7,1.0,0.8,192.67058901835884,153.3842035114289,10.159118268544416,77.77777777777779,466.7031350323315,30.875707422184533
0.8,1.0,0.8,205.55181671836093,163.29428043370697,10.81420323463737,66.66666666666666,482.562199611288,31.924896513008772
0.8,1.0,0.2,205.55181671836093,163.29428043370697,10.81420323463737,66.66666666666666,459.28625247831434,30.385028276207354
0.8,1.0,0.4,205.55181671836093,163.29428043370697,10.81420323463737,66.66666666666666,467.0393610748702,30.897951148737658
0.8,1.0,0.6,205.55181671836093,163.29428043370697,10.81420323463737,66.66666666666666,474.73322029431165,31.40695425665656
0.8,1.0,1.0,205.55181671836093,163.29428043370697,10.81420323463737,69.44444444444444,490.3569273251173,32.44057278398799
0.9,1.0,1.0,218.9251319609034,173.30431777411437,11.472898630164748,66.66666666666666,508.7674520655926,33.65855897843776
0.9,1.0,0.8,218.9251319609034,173.30431777411437,11.472898630164748,66.66666666666666,499.78168234452255,33.064086869627815
0.9,1.0,0.6,218.9251319609034,173.30431777411437,11.472898630164748,66.66666666666666,490.74091077558427,32.465976000254706
0.9,1.0,0.4,218.9251319609034,173.30431777411437,11.472898630164748,66.66666666666666,481.7856393962135,31.873521572074022
0.9,1.0,0.2,218.9251319609034,173.30431777411437,11.472898630164748,66.66666666666666,473.01660892653814,31.29338829497666
1.0,1.0,0.8,233.68735700563576,184.10348194427831,12.181731111515866,63.888888888888886,516.7466764658067,34.18644100781367
1.0,1.0,0.2,233.68735700563576,184.10348194427831,12.181731111515866,63.888888888888886,486.8904000073913,32.21123752737845
1.0,1.0,0.4,233.68735700563576,184.10348194427831,12.181731111515866,63.888888888888886,496.83242513165754,32.86897268250996
1.0,1.0,0.6,233.68735700563576,184.10348194427831,12.181731111515866,63.888888888888886,506.749325655157,33.52504566791484
1.0,1.0,1.0,233.68735700563576,184.10348194427831,12.181731111515866,63.888888888888886,526.4800349437679,34.830371391053866
