dong,adf_stat,p_value,used_lag,n_obs,is_stationary
당산동,-7.632790454023785,5.039085822864969e-10,5,186,True
당주동,-7.632790454023785,5.039085822864969e-10,5,186,True
대림동,-7.632790454023785,5.039085822864969e-10,5,186,True
대방동,-7.632790454023785,5.039085822864969e-10,5,186,True
대조동,-7.632790454023785,5.039085822864969e-10,5,186,True
대치동,-7.632790454023785,5.039085822864969e-10,5,186,True
대현동,-7.632790454023785,5.039085822864969e-10,5,186,True
대흥동,-7.632790454023785,5.039085822864969e-10,5,186,True
도곡동,-7.632790454023785,5.039085822864969e-10,5,186,True
도림동,-7.632790454023785,5.039085822864969e-10,5,186,True
도봉동,-7.632790454023785,5.039085822864969e-10,5,186,True
도선동,-7.632790454023785,5.039085822864969e-10,5,186,True
도원동,-7.632790454023785,5.039085822864969e-10,5,186,True
도화동,-7.632790454023785,5.039085822864969e-10,5,186,True
독산동,-7.632790454023785,5.039085822864969e-10,5,186,True
돈암동,-7.632790454023785,5.039085822864969e-10,5,186,True
동빙고동,-7.632790454023785,5.039085822864969e-10,5,186,True
동숭동,-7.632790454023785,5.039085822864969e-10,5,186,True
동자동,-7.632790454023785,5.039085822864969e-10,5,186,True
동작동,-7.632790454023785,5.039085822864969e-10,5,186,True
둔촌동,-7.632790454023785,5.039085822864969e-10,5,186,True
등촌동,-7.632790454023785,5.039085822864969e-10,5,186,True
마곡동,-7.632790454023785,5.039085822864969e-10,5,186,True
마장동,-7.632790454023785,5.039085822864969e-10,5,186,True
마천동,-7.632790454023785,5.039085822864969e-10,5,186,True
마포동,-7.632790454023785,5.039085822864969e-10,5,186,True
망우동,-7.632790454023785,5.039085822864969e-10,5,186,True
망원동,-7.632790454023785,5.039085822864969e-10,5,186,True
면목동,-7.632790454023785,5.039085822864969e-10,5,186,True
명일동,-7.632790454023785,5.039085822864969e-10,5,186,True
목동,-7.632790454023785,5.039085822864969e-10,5,186,True
무악동,-7.632790454023785,5.039085822864969e-10,5,186,True
묵동,-7.632790454023785,5.039085822864969e-10,5,186,True
묵정동,-7.632790454023785,5.039085822864969e-10,5,186,True
문배동,-7.632790454023785,5.039085822864969e-10,5,186,True
문정동,-7.632790454023785,5.039085822864969e-10,5,186,True
미아동,-7.632790454023785,5.039085822864969e-10,5,186,True
반포동,-7.632790454023785,5.039085822864969e-10,5,186,True
방배동,-7.632790454023785,5.039085822864969e-10,5,186,True
방이동,-7.632790454023785,5.039085822864969e-10,5,186,True
방학동,-7.632790454023785,5.039085822864969e-10,5,186,True
방화동,-7.632790454023785,5.039085822864969e-10,5,186,True
번동,-7.632790454023785,5.039085822864969e-10,5,186,True
보광동,-7.632790454023785,5.039085822864969e-10,5,186,True
본동,-7.632790454023785,5.039085822864969e-10,5,186,True
봉천동,-7.632790454023785,5.039085822864969e-10,5,186,True
부암동,-7.632790454023785,5.039085822864969e-10,5,186,True
북가좌동,-7.632790454023785,5.039085822864969e-10,5,186,True
북아현동,-7.632790454023785,5.039085822864969e-10,5,186,True
불광동,-7.632790454023785,5.039085822864969e-10,5,186,True
사근동,-7.632790454023785,5.039085822864969e-10,5,186,True
사당동,-7.632790454023785,5.039085822864969e-10,5,186,True
사직동,-7.632790454023785,5.039085822864969e-10,5,186,True
산천동,-7.632790454023785,5.039085822864969e-10,5,186,True
삼성동,-7.632790454023785,5.039085822864969e-10,5,186,True
삼전동,-7.632790454023785,5.039085822864969e-10,5,186,True
상계동,-7.632790454023785,5.039085822864969e-10,5,186,True
상도1동,-7.632790454023785,5.039085822864969e-10,5,186,True
상도동,-7.632790454023785,5.039085822864969e-10,5,186,True
상봉동,-7.632790454023785,5.039085822864969e-10,5,186,True
상수동,-7.632790454023785,5.039085822864969e-10,5,186,True
상암동,-7.632790454023785,5.039085822864969e-10,5,186,True
상왕십리동,-7.632790454023785,5.039085822864969e-10,5,186,True
상월곡동,-7.632790454023785,5.039085822864969e-10,5,186,True
상일동,-7.632790454023785,5.039085822864969e-10,5,186,True
서계동,-7.632790454023785,5.039085822864969e-10,5,186,True
서교동,-7.632790454023785,5.039085822864969e-10,5,186,True
서빙고동,-7.632790454023785,5.039085822864969e-10,5,186,True
서초동,-7.632790454023785,5.039085822864969e-10,5,186,True
석관동,-7.632790454023785,5.039085822864969e-10,5,186,True
석촌동,-7.632790454023785,5.039085822864969e-10,5,186,True
성내동,-7.632790454023785,5.039085822864969e-10,5,186,True
성북동,-7.632790454023785,5.039085822864969e-10,5,186,True
성산동,-7.632790454023785,5.039085822864969e-10,5,186,True
세곡동,-7.632790454023785,5.039085822864969e-10,5,186,True
송정동,-7.632790454023785,5.039085822864969e-10,5,186,True
송파동,-7.632790454023785,5.039085822864969e-10,5,186,True
수색동,-7.632790454023785,5.039085822864969e-10,5,186,True
수서동,-7.632790454023785,5.039085822864969e-10,5,186,True
수송동,-7.632790454023785,5.039085822864969e-10,5,186,True
수유동,-7.632790454023785,5.039085822864969e-10,5,186,True
순화동,-7.632790454023785,5.039085822864969e-10,5,186,True
숭인동,-7.632790454023785,5.039085822864969e-10,5,186,True
시흥동,-7.632790454023785,5.039085822864969e-10,5,186,True
신계동,-7.632790454023785,5.039085822864969e-10,5,186,True
신공덕동,-7.632790454023785,5.039085822864969e-10,5,186,True
신교동,-7.632790454023785,5.039085822864969e-10,5,186,True
신길동,-7.632790454023785,5.039085822864969e-10,5,186,True
신내동,-7.632790454023785,5.039085822864969e-10,5,186,True
신당동,-7.632790454023785,5.039085822864969e-10,5,186,True
신대방동,-7.632790454023785,5.039085822864969e-10,5,186,True
신도림동,-7.632790454023785,5.039085822864969e-10,5,186,True
신림동,-7.632790454023785,5.039085822864969e-10,5,186,True
신사동,-8.218174449773207,2.237813620948946e-11,9,374,True
신설동,-7.632790454023785,5.039085822864969e-10,5,186,True
신수동,-7.632790454023785,5.039085822864969e-10,5,186,True
신영동,-7.632790454023785,5.039085822864969e-10,5,186,True
신원동,-7.632790454023785,5.039085822864969e-10,5,186,True
신월동,-7.632790454023785,5.039085822864969e-10,5,186,True
신정동,-7.632790454023785,5.039085822864969e-10,5,186,True
신창동,-7.632790454023785,5.039085822864969e-10,5,186,True
신천동,-7.632790454023785,5.039085822864969e-10,5,186,True
쌍문동,-7.632790454023785,5.039085822864969e-10,5,186,True
아현동,-7.632790454023785,5.039085822864969e-10,5,186,True
암사동,-7.632790454023785,5.039085822864969e-10,5,186,True
압구정동,-7.632790454023785,5.039085822864969e-10,5,186,True
양재동,-7.632790454023785,5.039085822864969e-10,5,186,True
여의도동,-7.632790454023785,5.039085822864969e-10,5,186,True
역삼동,-7.632790454023785,5.039085822864969e-10,5,186,True
역촌동,-7.632790454023785,5.039085822864969e-10,5,186,True
연건동,-7.632790454023785,5.039085822864969e-10,5,186,True
연남동,-7.632790454023785,5.039085822864969e-10,5,186,True
연지동,-7.632790454023785,5.039085822864969e-10,5,186,True
연희동,-7.632790454023785,5.039085822864969e-10,5,186,True
염리동,-7.632790454023785,5.039085822864969e-10,5,186,True
염창동,-7.632790454023785,5.039085822864969e-10,5,186,True
영등포동,-7.632790454023785,5.039085822864969e-10,5,186,True
영천동,-7.632790454023785,5.039085822864969e-10,5,186,True
오금동,-7.632790454023785,5.039085822864969e-10,5,186,True
오류동,-7.632790454023785,5.039085822864969e-10,5,186,True
오장동,-7.632790454023785,5.039085822864969e-10,5,186,True
옥수동,-7.632790454023785,5.039085822864969e-10,5,186,True
옥인동,-7.632790454023785,5.039085822864969e-10,5,186,True
온수동,-7.632790454023785,5.039085822864969e-10,5,186,True
용강동,-7.632790454023785,5.039085822864969e-10,5,186,True
용답동,-7.632790454023785,5.039085822864969e-10,5,186,True
용두동,-7.632790454023785,5.039085822864969e-10,5,186,True
용문동,-7.632790454023785,5.039085822864969e-10,5,186,True
우면동,-7.632790454023785,5.039085822864969e-10,5,186,True
우이동,-7.632790454023785,5.039085822864969e-10,5,186,True
월계동,-7.632790454023785,5.039085822864969e-10,5,186,True
율현동,-7.632790454023785,5.039085822864969e-10,5,186,True
응봉동,-7.632790454023785,5.039085822864969e-10,5,186,True
응암동,-7.632790454023785,5.039085822864969e-10,5,186,True
이문동,-7.632790454023785,5.039085822864969e-10,5,186,True
이촌동,-7.632790454023785,5.039085822864969e-10,5,186,True
이태원동,-7.632790454023785,5.039085822864969e-10,5,186,True
익선동,-7.632790454023785,5.039085822864969e-10,5,186,True
인의동,-7.632790454023785,5.039085822864969e-10,5,186,True
일원동,-7.632790454023785,5.039085822864969e-10,5,186,True
입정동,-7.632790454023785,5.039085822864969e-10,5,186,True
자곡동,-7.632790454023785,5.039085822864969e-10,5,186,True
자양동,-7.632790454023785,5.039085822864969e-10,5,186,True
잠실동,-7.632790454023785,5.039085822864969e-10,5,186,True
잠원동,-7.632790454023785,5.039085822864969e-10,5,186,True
장안동,-7.632790454023785,5.039085822864969e-10,5,186,True
장위동,-7.632790454023785,5.039085822864969e-10,5,186,True
장지동,-7.632790454023785,5.039085822864969e-10,5,186,True
전농동,-7.632790454023785,5.039085822864969e-10,5,186,True
정동,-7.632790454023785,5.039085822864969e-10,5,186,True
정릉동,-7.632790454023785,5.039085822864969e-10,5,186,True
제기동,-7.632790454023785,5.039085822864969e-10,5,186,True
종암동,-7.632790454023785,5.039085822864969e-10,5,186,True
중계동,-7.632790454023785,5.039085822864969e-10,5,186,True
중곡동,-7.632790454023785,5.039085822864969e-10,5,186,True
중동,-7.632790454023785,5.039085822864969e-10,5,186,True
중림동,-7.632790454023785,5.039085822864969e-10,5,186,True
중화동,-7.632790454023785,5.039085822864969e-10,5,186,True
증산동,-7.632790454023785,5.039085822864969e-10,5,186,True
진관동,-7.632790454023785,5.039085822864969e-10,5,186,True
창동,-7.632790454023785,5.039085822864969e-10,5,186,True
창신동,-7.632790454023785,5.039085822864969e-10,5,186,True
창전동,-7.632790454023785,5.039085822864969e-10,5,186,True
창천동,-8.218174449773207,2.237813620948946e-11,9,374,True
천연동,-7.632790454023785,5.039085822864969e-10,5,186,True
천왕동,-7.632790454023785,5.039085822864969e-10,5,186,True
천호동,-7.632790454023785,5.039085822864969e-10,5,186,True
청담동,-7.632790454023785,5.039085822864969e-10,5,186,True
청량리동,-7.632790454023785,5.039085822864969e-10,5,186,True
청암동,-7.632790454023785,5.039085822864969e-10,5,186,True
청운동,-7.632790454023785,5.039085822864969e-10,5,186,True
충신동,-7.632790454023785,5.039085822864969e-10,5,186,True
토정동,-7.632790454023785,5.039085822864969e-10,5,186,True
평동,-7.632790454023785,5.039085822864969e-10,5,186,True
평창동,-7.632790454023785,5.039085822864969e-10,5,186,True
풍납동,-7.632790454023785,5.039085822864969e-10,5,186,True
필운동,-7.632790454023785,5.039085822864969e-10,5,186,True
하계동,-7.632790454023785,5.039085822864969e-10,5,186,True
하왕십리동,-7.632790454023785,5.039085822864969e-10,5,186,True
하월곡동,-7.632790454023785,5.039085822864969e-10,5,186,True
하중동,-7.632790454023785,5.039085822864969e-10,5,186,True
한남동,-7.632790454023785,5.039085822864969e-10,5,186,True
합동,-7.632790454023785,5.039085822864969e-10,5,186,True
합정동,-7.632790454023785,5.039085822864969e-10,5,186,True
항동,-7.632790454023785,5.039085822864969e-10,5,186,True
행당동,-7.632790454023785,5.039085822864969e-10,5,186,True
행촌동,-7.632790454023785,5.039085822864969e-10,5,186,True
현석동,-7.632790454023785,5.039085822864969e-10,5,186,True
현저동,-7.632790454023785,5.039085822864969e-10,5,186,True
혜화동,-7.632790454023785,5.039085822864969e-10,5,186,True
홍은동,-7.632790454023785,5.039085822864969e-10,5,186,True
홍익동,-7.632790454023785,5.039085822864969e-10,5,186,True
홍제동,-7.632790454023785,5.039085822864969e-10,5,186,True
홍파동,-7.632790454023785,5.039085822864969e-10,5,186,True
화곡동,-7.632790454023785,5.039085822864969e-10,5,186,True
화양동,-7.632790454023785,5.039085822864969e-10,5,186,True
황학동,-7.632790454023785,5.039085822864969e-10,5,186,True
회기동,-7.632790454023785,5.039085822864969e-10,5,186,True
효제동,-7.632790454023785,5.039085822864969e-10,5,186,True
효창동,-7.632790454023785,5.039085822864969e-10,5,186,True
후암동,-7.632790454023785,5.039085822864969e-10,5,186,True
휘경동,-7.632790454023785,5.039085822864969e-10,5,186,True
흑석동,-7.632790454023785,5.039085822864969e-10,5,186,True
흥인동,-7.632790454023785,5.039085822864969e-10,5,186,True
